time_sec,x,y,z
1744488945.4083514,0.020548415115105637,-0.010975878472463401,4.6690795783244186
1744488945.4226747,0.02097330953127541,-0.011200285128315527,4.68794123168988
1744488945.4334922,0.0214039008545362,-0.011427686480203992,4.70681201705027
1744488945.454338,0.021840212992684908,-0.01165809535694261,4.725686087876442
1744488945.4663162,0.022282268123263144,-0.011891523647956929,4.744557378533116
1744488945.4801648,0.022730086104685198,-0.01212798199766903,4.763419513753892
1744488945.4906938,0.02318368577580097,-0.012367480493517831,4.782266039845759
1744488945.508671,0.023643083984559575,-0.01261002816009494,4.801090270357123
1744488945.522636,0.024108302652888068,-0.012855636679425436,4.819886451160338
1744488945.5350552,0.024579359509402526,-0.013104315520943639,4.838648242683682
1744488945.5539749,0.025056274906162582,-0.01335607552981099,4.857369828696173
1744488945.564288,0.02553906496477222,-0.013610925323483668,4.876044821577656
1744488945.584021,0.02602774810289671,-0.013868874725235888,4.894667302941568
1744488945.5955253,0.026522340674530877,-0.014129932469954268,4.91323113710654
1744488945.6142812,0.027022858724093036,-0.014394107124992502,4.931730246505033
1744488945.626687,0.027529316837271996,-0.014661406482853799,4.950158435730568
1744488945.6427038,0.028041728778820385,-0.014931837893497103,4.968509489872912
1744488945.6570728,0.02856010713470607,-0.015205408072720214,4.986777119799679
1744488945.6709328,0.02908446487147428,-0.015482123919548504,5.004955193835545
1744488945.686991,0.02961481328195139,-0.01576199143289712,5.023037428176661
1744488945.698125,0.03015116719890388,-0.016045018453219092,5.041018148847425
1744488945.7185984,0.03069353790398482,-0.016331210930676042,5.058891249705816
1744488945.7295885,0.031241934413551702,-0.016620573602049084,5.076650383985648
1744488945.7448552,0.03179636547546901,-0.016913111042662386,5.094289252691182
1744488945.7603366,0.03235684127787945,-0.017208828567331982,5.111801843580476
1744488945.775877,0.03292337172482206,-0.01750773132514796,5.129182182837343
1744488945.7908018,0.03349596627269897,-0.01780982421557705,5.14642431060937
1744488945.8010466,0.03407463672285678,-0.01811511335965417,5.1635226646881165
1744488945.81385,0.03465939979492949,-0.018423607455134435,5.180472420232189
1744488945.824917,0.035250270813177914,-0.018735314455366147,5.197268623744541
1744488945.8437774,0.03584726074674873,-0.019050240012511006,5.213905798894496
1744488945.8544967,0.03645037844319726,-0.01936838865265308,5.230378256967045
1744488945.8700776,0.03705963327220617,-0.019689765166125795,5.246680450389792
1744488945.883905,0.03767503318695903,-0.020014373586913176,5.262806718409526
